model_id,model_label,family,architecture,params_b,quantization,precision_bits,hardware_profile,workload,score,is_correct,load_s,total_latency_s,tokens_per_sec,tokens_per_joule,active_tokens_per_joule,estimated_active_tokens_per_joule,active_device_energy_j,measured_active_device_energy_j,estimated_active_device_energy_j,cpu_energy_estimate_j,cpu_energy_measured_j,net_gpu_energy_j,total_energy_j,gpu_power_avg_w,gpu_mem_peak_mb,energy_sample_interval_s,energy_sample_frequency_hz,cost_per_request_usd,input_tokens,output_tokens,total_tokens,cpu_energy_source,gpu_energy_source,cpu_energy_measured,gpu_energy_measured
phi3-14b-fp16,Phi-3 14B FP16,Phi3,Phi3,14.0,fp16,16,l40s_gpu,code_generation,0.0,0.0,0.021428242,3.686419662999924,26.71885599595462,0.09211491293970275,0.10941204124394543,,878.0324620859722,878.0324620859722,,55.159625221764266,,878.0324620859722,1047.918621109696,270.90514444444443,28440.625,0.1,10.0,0.00158859124730545,62.5,96.0,158.5,tdp_estimate,nvml,False,True
phi3-14b-fp16,Phi-3 14B FP16,Phi3,Phi3,14.0,fp16,16,l40s_gpu,semantic_search,1.0,1.0,0.02185047966666667,0.23098587066670004,32.84714853110737,0.09907807357451653,0.1400740974088174,,37.9240007214299,37.9240007214299,,7.5888339565948115,,37.9240007214299,52.71332100534008,267.76377777777776,28440.625,0.10000000000000002,10.0,9.90506191058169e-05,151.0,5.0,156.0,tdp_estimate,nvml,False,True
phi3-14b-fp16,Phi-3 14B FP16,Phi3,Phi3,14.0,fp16,16,l40s_gpu,summarization,0.9166666666666666,1.0,0.021631596666666666,3.196021443333317,26.7500771277615,0.09151702533275173,0.11026097994974221,,754.5926108397765,754.5926108397765,,57.67712267614163,,754.5926108397765,911.7347444660794,271.33253522985706,28440.625,0.10000000000000002,10.0,0.0013774293275010333,87.33333333333333,83.0,170.33333333333334,tdp_estimate,nvml,False,True
phi3-14b-q4,Phi-3 14B Q4,Phi3,Phi3,14.0,q4,4,l40s_gpu,chat_completion,0.8888888888888888,0.6666666666666666,0.021426903666666667,1.8863358873333407,77.10740873740237,0.2330819999477237,0.2749816066174131,,509.1661914106201,509.1661914106201,,32.965008086739516,,509.1661914106201,600.8435405459105,314.7131403508772,10208.625,0.10000000000000002,10.0,0.0008162040206383,35.0,140.0,175.0,tdp_estimate,nvml,False,True
phi3-14b-q4,Phi-3 14B Q4,Phi3,Phi3,14.0,q4,4,l40s_gpu,code_generation,0.0,0.0,0.021435510999999997,1.24330459600003,77.46242065947658,0.24636300030761538,0.283285606722791,,324.3713702870359,324.3713702870359,,9.654497502748804,,324.3713702870359,372.728350687656,301.691006060606,10208.625,0.1,10.0,0.0005368650346177,62.5,91.5,154.0,tdp_estimate,nvml,False,True
phi3-14b-q4,Phi-3 14B Q4,Phi3,Phi3,14.0,q4,4,l40s_gpu,semantic_search,1.0,1.0,0.021770105,0.1057935779999752,93.33700219109369,0.07363331102531193,0.08456738554637112,,210.30716948148907,210.30716948148907,,0.8743028289193125,,210.30716948148907,214.4860556783658,301.8788333333334,10209.958333333334,0.10000000000000002,10.0,5.497287653388318e-05,151.0,5.0,156.0,tdp_estimate,nvml,False,True
phi3-14b-q4,Phi-3 14B Q4,Phi3,Phi3,14.0,q4,4,l40s_gpu,summarization,0.8333333333333334,1.0,0.025499795333333335,1.0932850696666112,77.44294230971032,0.21843049190003974,0.26110626834390166,,304.94015962339193,304.94015962339193,,26.22470516309983,,304.94015962339193,365.19917292859435,315.4672111111111,10208.625,0.10000000000000002,10.0,0.0004739814297575,87.33333333333333,79.33333333333333,166.66666666666666,tdp_estimate,nvml,False,True
phi3-14b-q8,Phi-3 14B Q8,Phi3,Phi3,14.0,q8,8,l40s_gpu,chat_completion,0.8888888888888888,0.6666666666666666,0.02488209566666667,3.074319285333331,46.847930863675124,0.1450249882577185,0.1714246664577187,,816.7074513529636,816.7074513529636,,53.20465906893654,,816.7074513529636,965.5906482186341,303.23083870967747,16106.625,0.10000000000000002,10.0,0.0013294210151886335,35.0,140.0,175.0,tdp_estimate,nvml,False,True
phi3-14b-q8,Phi-3 14B Q8,Phi3,Phi3,14.0,q8,8,l40s_gpu,code_generation,0.0,0.0,0.0221067465,2.111971525499939,47.08699034513566,0.15343452129240645,0.17685393680047723,,544.1338228438146,544.1338228438146,,17.11775383082928,,544.1338228438146,626.9851143088417,296.67627262443443,16106.625,0.1,10.0,0.0009115253517569999,62.5,96.0,158.5,tdp_estimate,nvml,False,True
phi3-14b-q8,Phi-3 14B Q8,Phi3,Phi3,14.0,q8,8,l40s_gpu,semantic_search,1.0,1.0,0.021793250333333333,0.14985197433338723,57.29924025442289,0.1511584915587143,0.1945708952342089,,25.815201027435155,25.815201027435155,,2.6943254243823644,,25.815201027435155,33.18613399615753,295.9926666666667,16106.625,0.10000000000000002,10.0,6.427936822764888e-05,151.0,5.0,156.0,tdp_estimate,nvml,False,True
phi3-14b-q8,Phi-3 14B Q8,Phi3,Phi3,14.0,q8,8,l40s_gpu,summarization,0.9166666666666666,1.0,0.024238939666666667,1.7628356649999357,47.049211689954355,0.14360640934768845,0.17068591033598898,,464.34295914464116,464.34295914464116,,35.01661409435827,,464.34295914464116,554.2266807503385,304.29099342105263,16106.625,0.10000000000000002,10.0,0.0007623852650096666,87.33333333333333,79.33333333333333,166.66666666666666,tdp_estimate,nvml,False,True
phi3-3.8b-q4,Phi-3 3.8B Q4,Phi3,Phi3,3.8,q4,4,l40s_gpu,chat_completion,0.8888888888888888,0.6666666666666666,0.021627651666666668,0.6674384176666687,230.99179149865424,0.8202792825263963,0.9685888342975405,,144.59063016611478,144.59063016611478,,5.3355507846176495,,144.59063016611478,170.71050434684392,274.44619047619045,5005.958333333333,0.10000000000000002,10.0,0.0002868388888284333,35.0,140.0,175.0,tdp_estimate,nvml,False,True
phi3-3.8b-q4,Phi-3 3.8B Q4,Phi3,Phi3,3.8,q4,4,l40s_gpu,code_generation,0.5,0.5,0.02120962,0.45362860949990136,231.27240371860003,1.1304996487394972,1.4985124883263579,,68.5115332894157,68.5115332894157,,6.704193908065688,,68.5115332894157,89.34421120693119,195.11599999999999,5004.625,0.1,10.0,0.00019364847701865,62.5,93.5,156.0,tdp_estimate,nvml,False,True
phi3-3.8b-q4,Phi-3 3.8B Q4,Phi3,Phi3,3.8,q4,4,l40s_gpu,semantic_search,1.0,1.0,0.020642066333333334,0.054478823999867566,265.6861090649104,0.017792002301647066,0.01793069591987037,,279.05970066470326,279.05970066470326,,0.4592879574409017,,279.05970066470326,281.22762129077427,280.7683333333334,5006.625,0.10000000000000002,10.0,3.694007717569459e-05,151.0,5.0,156.0,tdp_estimate,nvml,False,True
phi3-3.8b-q4,Phi-3 3.8B Q4,Phi3,Phi3,3.8,q4,4,l40s_gpu,summarization,0.8333333333333334,1.0,0.021736354333333333,0.6195401926666667,230.18718199634077,0.7115617257165304,0.9168970968676818,,140.94120312797995,140.94120312797995,,20.795239642257602,,140.94120312797995,181.02689664255365,265.7105666666667,5004.625,0.10000000000000002,10.0,0.0002673517039987,87.33333333333333,129.0,216.33333333333334,tdp_estimate,nvml,False,True
