workload,model_label,model,hardware_profile,hardware_label,request_wall_s,network_s,tokenization_s,inference_s,postprocess_s,total_latency_s,input_tokens,output_tokens,total_tokens,cpu_energy_j,gpu_energy_j,gpu_idle_power_w_used,net_gpu_energy_j,total_energy_j,api_cost_usd,energy_cost_usd,hardware_cost_usd,total_cost_usd,cost_per_1k_tokens_usd,energy_j_per_1k_tokens,active_device_energy_j,active_device_energy_j_per_1k_tokens,accuracy,series_label
batch_embeddings,BGE-M3,bge-m3:latest,cpu,CPU / num_gpu=0,0.5999785511667142,0.0021458113333807836,0.0,0.5978327398333333,9.565000406534334e-07,0.5999795076667548,273.3333333333333,0.0,273.3333333333333,27.090771234460036,26.59628773253375,46.69138954248367,0.0,53.68705896699379,0.0,2.6843529483496896e-06,0.0,2.6843529483496896e-06,9.88506041245031e-06,197.7012082490062,27.090771234460036,98.67739676994488,,BGE-M3 | CPU / num_gpu=0
batch_embeddings,BGE-M3,bge-m3:latest,gpu,A100 40GB / Ollama GPU,0.23021759966673014,0.00197571650006345,0.0,0.2282418831666667,8.198333792582465e-07,0.23021841950010943,273.3333333333333,0.0,273.3333333333333,1.3240514550296074,8.476227364235399,46.69138954248367,0.06610868385343416,9.800278819265007,0.0,4.900139409632503e-07,0.0,4.900139409632503e-07,1.7380159752346929e-06,34.76031950469386,0.06610868385343416,0.17535459908072723,,BGE-M3 | A100 40GB / Ollama GPU
batch_embeddings,Nomic Embed Text,nomic-embed-text:latest,cpu,CPU / num_gpu=0,0.2810608341667375,0.0019197211667374998,0.0,0.279141113,1.0101667461033987e-06,0.28106184433348363,235.0,0.0,235.0,8.43307342104284,11.767229160828371,46.69138954248367,0.0,20.20030258187121,0.0,1.0100151290935605e-06,0.0,1.0100151290935605e-06,4.472883666866373e-06,89.45767333732748,8.43307342104284,36.20697092509089,,Nomic Embed Text | CPU / num_gpu=0
batch_embeddings,Nomic Embed Text,nomic-embed-text:latest,gpu,A100 40GB / Ollama GPU,0.7512669646666836,0.0017654073333502832,0.0,0.7495015573333333,6.751667266750397e-07,0.7512676398334103,235.0,0.0,235.0,1.6291089655146251,48.73501131671347,46.69138954248367,13.187539869781922,50.36412028222809,0.0,2.518206014111404e-06,0.0,2.518206014111404e-06,1.2294617151756199e-05,245.89234303512396,13.187539869781922,63.55022027738766,,Nomic Embed Text | A100 40GB / Ollama GPU
batch_embeddings,Qwen3 Embed 0.6B,qwen3-embedding:0.6b,cpu,CPU / num_gpu=0,0.6412552721665937,0.002008311333260283,0.0,0.6392469608333333,9.133332241617609e-07,0.6412561854998179,229.66666666666666,0.0,229.66666666666666,23.974558164316733,27.37124244992718,46.69138954248367,0.0,51.34580061424392,0.0,2.567290030712196e-06,0.0,2.567290030712196e-06,1.1728460912093023e-05,234.56921824186045,23.974558164316733,106.27238085239794,,Qwen3 Embed 0.6B | CPU / num_gpu=0
batch_embeddings,Qwen3 Embed 0.6B,qwen3-embedding:0.6b,gpu,A100 40GB / Ollama GPU,0.35144903966670427,0.0019295558333708833,0.0,0.3495194838333333,6.820000635343604e-07,0.3514497216667678,229.66666666666666,0.0,229.66666666666666,1.6735066691040437,24.487802725336508,46.69138954248367,7.609992107868641,26.161309394440554,0.0,1.3080654697220274e-06,0.0,1.3080654697220274e-06,6.499866928803074e-06,129.9973385760615,7.609992107868641,38.046268621997896,,Qwen3 Embed 0.6B | A100 40GB / Ollama GPU
batch_embeddings,Qwen3 Embed 4B,qwen3-embedding:4b,cpu,CPU / num_gpu=0,2.65394912100002,0.0026393273333534997,0.0,2.6513097936666665,8.250000670765681e-07,2.6539499460000875,229.66666666666666,0.0,229.66666666666666,152.36337251983866,121.12608440774379,46.69138954248367,0.0,273.48945692758247,0.0,1.3674472846379122e-05,0.0,1.3674472846379122e-05,6.047198788576271e-05,1209.4397577152545,152.36337251983866,670.0462781087541,,Qwen3 Embed 4B | CPU / num_gpu=0
batch_embeddings,Qwen3 Embed 4B,qwen3-embedding:4b,gpu,A100 40GB / Ollama GPU,0.4891485843334067,0.002433030000073317,0.0,0.4867155543333333,7.781666984859233e-07,0.4891493625001051,229.66666666666666,0.0,229.66666666666666,2.462648599600326,29.439668586313505,46.69138954248367,6.103834110494791,31.902317185913834,0.0,1.5951158592956918e-06,0.0,1.5951158592956918e-06,7.920589673178212e-06,158.41179346356424,6.103834110494791,30.403265762171188,,Qwen3 Embed 4B | A100 40GB / Ollama GPU
batch_embeddings,mxbai Embed Large,mxbai-embed-large:latest,cpu,CPU / num_gpu=0,0.4547578356667448,0.0021235430000781166,0.0,0.45263429266666666,8.548333122841237e-07,0.45475869050005713,241.66666666666666,0.0,241.66666666666666,23.172722140061143,18.790992256542577,46.69138954248367,0.0,41.96371439660372,0.0,2.098185719830186e-06,0.0,2.098185719830186e-06,8.623465576756984e-06,172.4693115351397,23.172722140061143,94.94030659129538,,mxbai Embed Large | CPU / num_gpu=0
batch_embeddings,mxbai Embed Large,mxbai-embed-large:latest,gpu,A100 40GB / Ollama GPU,0.31940876999995754,0.0016604873332908335,0.0,0.31774828266666666,7.618333863016838e-07,0.3194095318333438,241.66666666666666,0.0,241.66666666666666,5.909270657072189,18.35597145738292,46.69138954248367,2.983115893756968,24.26524211445511,0.0,1.2132621057227554e-06,0.0,1.2132621057227554e-06,5.433730477468052e-06,108.67460954936108,2.983115893756968,13.208891250016498,,mxbai Embed Large | A100 40GB / Ollama GPU
